group,config,embedding,valid_runs,total_runs,pushforward,k,n_samples,theiler_w,noise_level,E_star_k_mean,E_star_k_std,CondVar_mean,CondVar_std,PredErr_mean,PredErr_std,MeanDisp_mean,MeanDisp_std,NeighborDisp_mean,NeighborDisp_std,median_rk_mean,median_rk_std,q90_rk_mean,q90_rk_std,mean_rk_mean,mean_rk_std
noise,noise=0.05,y_y_y,10,10,20,50,5000,30,0.05,0.09458724747742181,0.0004886298392005845,0.013247339919836496,0.000354157142424288,0.09006900480293571,0.0008888548407202761,0.0952355425885543,0.000517514448926259,0.1348499913932269,0.0006780239041808174,0.09015984863318192,0.0004505379260971671,0.17140862380983288,0.0034526720524726455,0.1060040836494917,0.0004034952188332158
noise,noise=0.05,z_z_z,10,10,20,50,5000,30,0.05,1.6540242972927703,0.02535220460027604,14.34180900693776,0.956022564793401,1.5264514161812845,0.030293240401786686,1.6695336287232962,0.026793304191924463,2.325473150029698,0.03357778233975511,0.22030079990078727,0.001874976957157564,1.4944916491598115,0.05103878023390183,1.4289419294480086,0.05431195009274741
noise,noise=0.05,y_z_y,10,10,20,50,5000,30,0.05,1.498596109299332,0.048647595731889405,27.73217878913359,1.4433258891606133,1.4290278564973602,0.040909728845368046,1.5549844539225763,0.05109110609284091,1.9435086598812092,0.05944908434981976,0.2053178121338289,0.0015064050447461564,0.480379954657607,0.010887880761130871,0.3490086206097616,0.0054001936975015775
noise,noise=0.05,x_y_x,10,10,20,50,5000,30,0.05,0.09558581913926686,0.0005753979970464682,0.01348112086694156,0.0004292978378323062,0.09106324738181776,0.0007209195663104845,0.09625344575232955,0.0005759104319477635,0.1362602500655286,0.000775914735726716,0.09063663011766092,0.000499259218227608,0.1716853016225383,0.002859949713844733,0.10679156233429646,0.0005887803405469578
noise,noise=0.05,x_y_y,10,10,20,50,5000,30,0.05,0.09675149159842361,0.000717535073618582,0.016444762528487252,0.0004211584903908356,0.098124365481268,0.0009227699980914616,0.09925660063035231,0.0008168670010530792,0.13851486750132874,0.0009984894812754442,0.08688688084487473,0.0004071673172022661,0.13074187450757843,0.0015765196657067258,0.09345352341812842,0.00043965847009925683
noise,noise=0.05,y_z_z,10,10,20,50,5000,30,0.05,1.2563900131472363,0.016117001748979166,8.127960279395264,0.6022892393257064,1.2537320543114006,0.03974414350077494,1.2669386952514319,0.016800498554971885,1.770505144305052,0.020434920581961828,0.23048696326073906,0.00183280228698021,1.0714755608596649,0.0386056309643609,0.955617660277756,0.03482028834373188
noise,noise=0.05,x_z_z,10,10,20,50,5000,30,0.05,1.231128253640749,0.018206306071349626,8.098470862710773,0.7042571160006473,1.226151375702353,0.039135247394670954,1.2407837071123085,0.01956922875107989,1.731205489064085,0.0246323560666406,0.2144270192768974,0.002400292254761073,1.0377127857103416,0.04448550898667429,0.9329104087347335,0.03546702998444057
noise,noise=0.05,x_z_x,10,10,20,50,5000,30,0.05,1.5047878035354236,0.0506853155209224,28.1555502304662,1.5371956389813373,1.4217041289096746,0.04716881887613748,1.5641474823248727,0.05349693751839184,1.9546501143819932,0.0618975810310138,0.1993465585419641,0.001332543262599499,0.47540688124776376,0.006391331357620349,0.3440560186899608,0.0050155347294188355
noise,noise=0.05,y_plus_z,10,10,20,50,5000,30,0.05,0.8606473063685739,0.01644739778891304,10.659052501882426,0.5688322815332094,0.7421591404172236,0.01948992525947646,0.8870248262241833,0.017981795316012544,1.2249200190644527,0.022563324615810346,0.18293490365275852,0.0007519418962760608,0.4396329631689951,0.022973212701325577,0.5404088454671649,0.015997620585169098
noise,noise=0.05,x_plus_z,10,10,20,50,5000,30,0.05,0.9507488974931348,0.011010451462926221,10.960792844169276,0.5644931904009298,0.9881872417097259,0.042873485148589345,0.9839564246840882,0.014185462504362738,1.357850945840035,0.01602429529981181,0.19983864466412182,0.0012873796929514013,0.4918461809308786,0.018767655222879064,0.5161338647741242,0.012918718975771525
noise,noise=0.05,x_plus_y,10,10,20,50,5000,30,0.05,0.15604141150792986,0.002063704396953763,0.12380380833908664,0.011931684579028556,0.14528220808114192,0.0027492606779396652,0.1582788550267896,0.002462774974887148,0.2205091177819316,0.0028215757084791297,0.10021989352098729,0.00041990987301260046,0.19485445497338258,0.0025766481585753898,0.14633800809023287,0.0022961938833077
noise,noise=0.1,x_x_x,10,10,20,50,5000,30,0.1,0.286263549334659,0.002256068914103295,0.2713922078906955,0.019019737444056297,0.2686910744938947,0.003040566407471552,0.28939213876532643,0.0026356127643764526,0.40731016780698875,0.0031671213699974127,0.14334203293089237,0.0008795594289216946,0.2585657200853101,0.00473040186491962,0.20116105497760475,0.00292405058365832
noise,noise=0.1,y_y_y,10,10,20,50,5000,30,0.1,0.1612876800623645,0.0005355738964592632,0.03404527066951937,0.0004336935736264023,0.15483711431178715,0.0008735630091737367,0.1619846454882527,0.000569740331618991,0.2307973756174611,0.0007923618777266191,0.11649351828512308,0.000947503651875079,0.18949197548123173,0.0023767241184772933,0.13025731097714724,0.000740976177919101
noise,noise=0.1,z_z_z,10,10,20,50,5000,30,0.1,1.3812965315149153,0.01156784679446307,5.280821410661437,0.25226445479097176,1.3227424871165092,0.012190716970101495,1.3915609965821816,0.011961934656888546,1.9612296191987082,0.01486015853409361,0.223869393463332,0.0031647244272692897,1.009959570856769,0.05697136059507515,0.8729509569252862,0.028304386503958726
noise,noise=0.1,y_z_y,10,10,20,50,5000,30,0.1,0.9801339522338604,0.022149057154980785,7.388276775098872,0.41483450426162993,0.9195278082732834,0.017697782403614068,1.0250156815355147,0.024339165697891185,1.3506105821475103,0.027710351238194483,0.21839866569871677,0.0012690640697188026,0.4299239965554237,0.01214662877088283,0.30637108909053457,0.0026728621395911097
noise,noise=0.1,x_y_x,10,10,20,50,5000,30,0.1,0.16321717349610038,0.0007334829418185175,0.03470029530337619,0.000478326741970897,0.15728914825340098,0.0010440218708828795,0.16389621449046435,0.0007402538278347073,0.23348083250625754,0.0010298309162201354,0.11713433563247726,0.0004904010672627087,0.19105696521116924,0.002207756856052654,0.13110553520064983,0.0005003879962311258
noise,noise=0.1,x_y_y,10,10,20,50,5000,30,0.1,0.16185581255857773,0.0007288577883376929,0.03591951312975848,0.0003930925688302078,0.15976461067876724,0.0010287788325370698,0.1635257565238765,0.0007523911806485935,0.23176110493163,0.0010375644536488504,0.11225877552310022,0.0004311228686740837,0.16110395058922092,0.0010724048153878305,0.11766817676909513,0.0004837548191084354
noise,noise=0.1,y_z_z,10,10,20,50,5000,30,0.1,1.080443689723753,0.00978204465133831,3.1590229981526283,0.19751716624069476,1.0884826674164005,0.02053659696560885,1.0888389243830834,0.010349308780358484,1.5373522462825733,0.013241351130919725,0.23199887054038376,0.0022037493151826223,0.7301456697386115,0.0233597501372159,0.6247385861040174,0.019636023941549816
noise,noise=0.1,x_z_z,10,10,20,50,5000,30,0.1,1.054481244623332,0.007746586805889154,3.0810754908044222,0.16243560987795091,1.0549745698825026,0.02101328106073455,1.0615350445638192,0.008558129642736634,1.4966240647866638,0.010243907364171837,0.2195804895089722,0.0019012983138670739,0.6820515124786447,0.03041478734096935,0.6112582645525965,0.01880981901442326
noise,noise=0.1,x_z_x,10,10,20,50,5000,30,0.1,0.9715953117579753,0.021126267108407638,7.209511372318985,0.3983561884268045,0.9090499955862512,0.015587528972736993,1.0173804056582747,0.0238210620855562,1.3425147809733065,0.027359565320478986,0.2132004065814254,0.0016589496378148474,0.4173949630318652,0.014257268488670479,0.3025480297365609,0.00452673735334735
noise,noise=0.1,y_plus_z,10,10,20,50,5000,30,0.1,0.8209724579104976,0.011771345484889865,3.9418581044902625,0.3096038831492268,0.7558534231735553,0.016060869403279474,0.8317925823351553,0.013526217507160439,1.1691758566472936,0.01665751708410334,0.21097299458169796,0.0010882044809987744,0.4841483910589023,0.02371779056756947,0.49010346359599727,0.013863012405946496
noise,noise=0.1,x_plus_z,10,10,20,50,5000,30,0.1,0.7996866480182908,0.008522761029484129,2.7129195258931817,0.17177436550810285,0.8157881929311767,0.021417558678580882,0.8076071706428876,0.009366837599400862,1.137741530646476,0.011915466782508629,0.21447872621865255,0.0017861043303021398,0.46982320311132286,0.010559221351295873,0.4284972770805404,0.01032853021174064
noise,noise=0.1,x_plus_y,10,10,20,50,5000,30,0.1,0.23694325998351565,0.0021257368260378068,0.1530729997559232,0.011739184437564365,0.22654247892252527,0.0029600883392125396,0.23919641048207185,0.0024819063100176516,0.33726906984423133,0.00292004450367079,0.13140419525795152,0.000937345390478471,0.22751918444603064,0.002965381246576828,0.17337395496564748,0.0022270742224980906
